StockTicker,ListedExchCode,CompanyName,Sector,Industry,Total_Mark,Total_Price_Valuation_Mark,Total_Stock_Holder_Mark,Total_Analyst_Mark,EpsRegressGrowth_Reuters,EpsRegressGrowth_Reuters_rm,EpsRegressGrowth_Nasdaq,EpsRegressGrowth_Nasdaq_rm,M1QEps,M1QEps_rm,M2QEps,M2QEps_rm,M3QEps,M3QEps_rm,M4QEps,M4QEps_rm,M1QvsM2Q,M1QvsM2Q_rm,M2QvsM3Q,M2QvsM3Q_rm,M3QvsM4Q,M3QvsM4Q_rm,Pe,PEG_Reuters,PEG_Reuters_rm,PEG_Nasdaq,PEG_Nasdaq_rm,PEvsIndustry,PEvsIndustry_rm,PEvsSector,PEvsSector_rm,ReturnOnEquity,ReturnOnEquity_rm,PercentageHeldByInstitutions_Nasdaq,PercentageHeldByInstitutions_Nasdaq_rm,NetSharesTradedByInstitutions,NetSharesTradedByInstitutions_rm,NetNumOfSharesTradedByInsidersIn3M,NetNumOfSharesTradedByInsidersIn3M_rm,ClosePrice,Beta,Fair_Price_PE,Fair_Price_PE_vs_Close_Price_rm,Fair_Price_PEG_Reuters,Fair_Price_PEG_Reuters_vs_Close_Price_rm,Fair_Price_PEG_Nasdaq,Fair_Price_PEG_Nasdaq_vs_Close_Price_rm,PeterLynchAnalysis_rm,BenjaminGarhamAnalysis_rm,MomentumStrategyAnalysis_rm,JamesOShaughnessyAnalysis_rm,MotleyFoolAnalysis_rm,DavidDremanAnalysis_rm,MartinZweigAnalysis_rm,KennethFisherAnalysis_rm,VolumeChange,VolumeChange_rm
GS,NYSE,"Goldman Sachs Group Inc ",Financials,"Investment Banking & Brokerage Services",76.588692,15.821541,0,0,23.7297619048,2.010327,3.49,0,5.99,13.194448,6.95,12.172549,5.79,8.250357,5.016,12.149095,-13.812949640287764,0,20.034542314335056,0,15.430622009569372,0,9.49,0.39991973109854023,12.990375,2.7191977077363894,0,-0.6311698406529342,0,-0.48702702702702705,0,12.43,0,0.7246692305247433,0,-2267398,0,-54250,0,226.07,1.3,927.8470232876713,3.598005,1898.0680126460225,12.223536,279.15397510982524,0,0,0,0,0,0,0,0,0,-0.1759,0
STX,IXIC,"Seagate Technology PLC ",Technology,"Computer Hardware",76.067751,11.099525,0,15.206897,21.626190476199998,0,2.8,0,2.62,0,1.323,0,1.261,0,0.62,0,98.03476946334091,0,4.916732751784303,0,103.38709677419354,0,13.1,0.6057469998896375,3.9877,4.678571428571429,0,-0.2603049124788256,0,-0.9895310552057027,19.988007,52.22,6.079563,0.8498931977645072,0,3159740,0,4040939,19.706059,46.93,1.66,178.1737215114504,0,332.1740378672447,11.099525,43.00745002000526,0,0,0,0,0,0,15.206897,0,0,-0.4145,0
AMCX,IXIC,"AMC Networks Inc ",,Broadcasting,73.5863,0,13.000803,16.522987999999998,20.1607142857,0,7.91,0,1.819,0,2.794,0,1.241,0,1.35,0,-34.896206156048684,0,125.14101531023366,0,-8.074074074074078,0,9.16,0.4543489813997905,8.022304,1.1580278128950696,0,-0.47924957362137577,0,-0.49420209828823847,0,453.28,36.040205,1.0743779816917525,13.000803,729174,0,-6092,0,66.36,0.69,149.76705812227073,0,260.2940403631832,0,102.12564049544494,0,0,7.833333,0,0,0,8.689655,0,0,-0.2536,0
CHDN,IXIC,"Churchill Downs Inc ",,"Casinos & Gaming",69.812772,0,0,0,49.970238095199996,13.041601,16.46,0,7.588,14.262838,0.972,0,6.714,11.178784,1.077,0,680.6584362139918,22.303279,-85.52278820375335,0,523.398328690808,9.02627,35.1,0.702418106016021,0,2.132442284325638,0,0.6533207724917569,0,0.9381557150745445,0,20.31,0,0.5797262162813102,0,77499,0,365,0,280.82,0.99,237.30802107692304,0,1022.2705444064297,0,336.7318988729443,0,0,0,0,0,0,0,0,0,-0.271,0
ACLS,IXIC,"Axcelis Technologies Inc ",Technology,"Semiconductor Equipment & Testing",69.291768,31.581473,0,4.689655,12.095238095200001,0,38.5,12.04908,0.432,0,0.408,0,2.387,0,0.353,0,5.882352941176472,0,-82.90741516547968,0,576.2039660056657,12.003012,5.48,0.4530708661431593,8.968548,0.14233766233766235,0,-0.6178521617852162,0,-0.6028985507246376,0,39.42,0,0.8531965941401903,0,-17362,0,0,0,19.59,0.86,92.11039259124085,7.570641,96.04285598563831,3.101373,305.71121678989425,20.909459,0,0,0,0,0,0,0,4.689655,-0.2022,0
AMP,NYSE,"Ameriprise Financial Inc ",Financials,"Investment Management & Fund Operators",68.717363,28.522115999999997,0,0,26.3285714286,6.017056,11.93,0,3.101,0,3.905,6.114678,3.032,0,3.237,6.082976,-20.58898847631242,0,28.79287598944591,0,-6.333024405313559,0,11.21,0.4257731958758266,10.981955,0.9396479463537302,0,-0.794500458295142,10.998582,-0.394054054054054,0,34.1,0,0.8674298130603959,0,751060,0,-1641,0,148.75,1.74,691.7623394290812,6.582151,1570.0960487305172,14.279524,711.4417852921497,7.660441,0,0,0,0,0,0,0,0,-0.503,0
RDI,IXIC,"Reading International Inc ",,"Leisure & Recreation",67.04127,23.938371,0,0,4.19404761905,0,48.98,17.113497,0.22,0,0.335,0,0.888,0,0.067,0,-34.32835820895522,0,-62.27477477477477,0,1225.3731343283582,17.001367,10.48,2.4987794493315363,0,0.2139648836259698,0,-0.7734054054054054,8.988035,-0.42131419105466594,0,20.01,0,0.415561051149695,0,-110726,0,-17316,0,15.56,1.4,62.27771221374044,2.542742,22.51686988188959,0,262.9622710542248,21.395629,0,0,0,0,0,0,0,0,0.0623,0
REGN,IXIC,"Regeneron Pharmaceuticals Inc ",Healthcare,"Biotechnology & Medical Research",63.635361,5.113758,0,0,40.5928571429,10.062206,-3.89,0,4.817,11.12889,4.16,9.097936,4.314,4.157582,3.318,7.088459,15.793269230769225,0,-3.5697728326379186,0,30.018083182640144,0,23.74,0.5848319549527522,4.987543,-6.102827763496143,0,-0.8055851281631317,11.998987,-0.2896469180131659,0,30.18,0,0.6838333977106787,0,77867,0,-275004,0,400.57,1.23,621.8120327337826,0,2175.9592253878186,5.113758,-208.52144890813918,0,0,0,0,0,0,0,0,0,-0.3193,0
SBGI,IXIC,"Sinclair Broadcast Group Inc ",,Broadcasting,62.893706,18.954811,12.000116,0,14.9630952381,0,-7.51,0,0.272,0,0.419,0,6.972,12.189159,0.297,0,-35.0835322195704,0,-93.99024670109007,0,2247.474747474748,19.74962,11.12,0.743161747155464,0,-1.4806924101198402,0,-0.5401157981803144,0,-0.4162729658792651,0,31.65,0,1.064513515982927,12.000116,1006976,0,0,0,28.62,1.94,149.59699737410074,9.805439,192.9684585381435,9.149372,-96.85115950685314,0,0,0,0,0,0,0,0,0,0.319,0
GOOGL,IXIC,"Alphabet Inc ",Technology,"Internet Services",59.778859,0,0,0,23.724999999999998,1.010278,13.94,0,4.543,10.10117,13.332,17.192678,9.795,14.392903,9.566,17.08183,-65.92409240924093,0,36.110260336906585,0,2.3938950449508667,0,32.45,1.367755532139094,0,2.327833572453372,0,-0.551919359293013,0,1.3514492753623188,0,16.84,0,0.7980132479576065,0,306914,0,0,0,1207.64,1.02,1137.3110656640986,0,2326.095261455236,0,1366.7341599446152,0,0,0,0,0,0,0,0,0,0.1262,0
GOOG,IXIC,"Alphabet Inc ",Technology,"Internet Services",58.73427,0,0,0,23.724999999999998,0,0,0,4.543,9.113411,13.332,18.096775,9.795,15.150365,9.566,16.373719,-65.92409240924093,0,36.110260336906585,0,2.3938950449508667,0,32.45,1.367755532139094,0,NULL,0,-0.551919359293013,0,1.3514492753623188,0,16.84,0,0.6936246945407465,0,-294469,0,-111436,0,1200.11,1.02,1130.2195878027733,0,2311.591355225931,0,NULL,0,0,0,0,0,0,0,0,0,0.1851,0
AMZN,IXIC,"Amazon.com Inc ",,"Department Stores",57.89075700000001,0,0,9.869565,50.670238095200006,14.017472,50.76,17.852761,5.068,12.126563,3.271,0,2.153,0,0.518,0,54.937328034240295,0,51.92754296330702,0,315.63706563706563,4.024396,182.04,3.5926414961378415,0,3.58628841607565,0,1.5438792621576298,0,9.05190502484815,0,18.85,0,0.589458954262644,0,107826,0,-36333,0,1971.31,1.54,499.64911624588,0,2182.5292831237075,0,2186.395615572489,0,0,0,4,0,5.869565,0,0,0,0.2,0
CORT,IXIC,"Corcept Therapeutics Inc ",Healthcare,Pharmaceuticals,56.988126,0,0,0,5.14523809524,0,63.54,22.248466,0.143,0,0.137,0,1.029,0,0.109,0,4.379562043795593,0,-86.68610301263362,0,844.0366972477063,14.266563,101.94,19.812494215633574,0,1.6043437204910294,0,2.2958292919495635,0,2.1117216117216118,0,52.76,7.072501,0.751658305400212,0,986876,0,297159,13.400596,14,2.07,8.51745909358446,0,3.7779616381861314,0,46.65511644882384,0,0,0,0,0,0,0,0,0,-0.5247,0
DHIL,IXIC,"Diamond Hill Investment Group Inc ",Financials,"Investment Management & Fund Operators",55.725108000000006,0,0,8.222222,2.42023809524,0,0,0,4.083,4.116547,3.72,5.098129,4.456,5.171716,3.669,9.10998,9.75806451612904,0,-16.517055655296232,0,21.44998637230855,0,13.94,5.759763895716076,0,NULL,6,-0.8729029905178702,18.006514,-0.2923857868020304,0,35.06,0,0.6018756373937677,0,18517,0,0,0,165.19,0.95,337.28799931850784,0,70.37217801878758,0,NULL,0,8.222222,0,0,0,0,0,0,0,-0.1078,0
OCLR,IXIC,"Oclaro Inc ",Technology,"Communications & Networking",54.744177,5.619219,0,0,0.475,0,13.77,0,0.239,0,0.063,0,0.11,0,0.155,0,279.36507936507934,13.09706,-42.72727272727273,0,-29.032258064516125,0,11.57,24.357894736842105,0,0.8402323892519972,0,-0.23020625415834994,0,-0.9907537640251894,20.985576,37.59,0,0.7073497923099006,0,-445077,0,361799,15.042322,8.89,1.43,32.9200695505618,0,1.348020089354901,0,39.078392906141026,5.619219,0,0,0,0,0,0,0,0,-0.6312,0
NWLI,IXIC,"National Western Life Group Inc ",Financials,"Life & Health Insurance",54.65375,0,0,0,0.266666666667,0,0,0,8.929,16.219943,7.391,14.125033,6.185,9.209759,5.999,15.099015,20.80909213908808,0,19.498787388843986,0,3.1005167527921262,0,11.05,41.4374999999482,0,NULL,0,-0.23370319001386952,0,-0.4027027027027027,0,5.71,0,0.843824796274738,0,-14621,0,-1400,0,315,1.24,1059.0739004524885,0,24.34652644721408,0,NULL,0,0,0,0,0,0,0,0,0,-0.1397,0
FB,IXIC,"Facebook Inc ",Technology,"Internet Services",54.349447999999995,0,30.989437,0,13.142857142899999,0,21.77,0,1.743,0,1.694,0,2.209,0,1.592,0,2.892561983471076,0,-23.31371661385243,0,38.756281407035175,0,22.44,1.7073913043422588,0,1.0307762976573267,0,-0.6901408450704225,0,0.6260869565217391,0,29.26,0,0.7338394467453179,0,26994378,30.989437,4850739,23.360011,159.33,0.46,97.85631104278075,0,110.87168246262542,0,183.64930098287385,0,0,0,0,0,0,0,0,0,0.3679,0
TREE,IXIC,"LendingTree Inc ",Financials,"Consumer Lending",49.417460000000005,0,0,0,31.1452380952,7.059783,46.13,14.398773,3.17,0,2.415,0,0.212,0,0.736,0,31.262939958592128,0,1039.1509433962265,16.911724,-71.19565217391303,0,109.41,3.512896567545005,0,2.3717754172989376,0,0.9972617743702079,0,4.553807106598985,0,12.24,0,0.8445502067566513,0,-231855,0,158588,11.04718,216.03,1.48,87.55381362215519,0,235.07623891420593,0,348.17736399913963,0,0,0,0,0,0,0,0,0,-0.3545,0
ESRX,IXIC,"Express Scripts Holding Co ","Consumer Non-Cyclicals","Drug Retailers",48.804401,2.111164,0,20.444444,16.1285714286,0,4.24,0,1.551,0,1.099,0,6.525,10.201489,1.465,0,41.12829845313921,0,-83.15708812260536,0,345.3924914675768,5.042035,8.93,0.5536758193081422,5.997449,2.106132075471698,0,-0.6036395916555704,0,-0.7703779892003085,5.00782,34.46,0,0.8643724105302288,0,924428,0,-12898,0,95.27,1.04,332.4255149832027,0,462.202470956528,2.111164,121.50725720075684,0,10.222222,0,0,10.222222,0,0,0,0,-0.3049,0
CSCO,IXIC,"Cisco Systems Inc ",Technology,"Communications & Networking",48.343199999999996,0,15.1302,0,1.95238095238,0,8.97,0,0.64,0,0.556,0,0.472,0,0.479,0,15.107913669064743,0,17.796610169491544,0,-1.4613778705636737,0,17.72,9.076097560980037,0,1.9754738015607578,0,0.178975382568197,0,-0.9858389540645078,18.987118,14.81,0,0.7479054054513806,0,8871559,15.1302,351599,14.225882,49.01,1.16,96.1247622799097,0,16.178634045461312,0,74.33095841817155,0,0,0,0,0,0,0,0,0,-0.0575,0
BZUN,IXIC,"Baozun Inc ",Technology,"IT Services & Consulting",48.265269,15.624836,0,0,1.7988095238100001,0,67.78,21.607362,0.205,0,0.084,0,0.837,0,0.124,0,144.04761904761904,0,-89.96415770609319,0,575,11.033071,86.08,47.85387160819381,0,1.2699911478312187,0,2.216741405082212,0,5.23768115942029,0,12.43,0,0.5299241602636571,0,668708,0,0,0,44.88,3.72,58.10986070631971,0,9.011083695327619,0,339.54192747192667,15.624836,0,0,0,0,0,0,0,0,-0.2082,0
SIVB,IXIC,"SVB Financial Group ",Financials,Banks,46.428688,4.13019,0,22.978261,32.4547619048,8.023737,19.82,0,4.422,8.115738,3.632,2.096968,2.556,0,2.788,1.083794,21.751101321585885,0,42.097026604068866,0,-8.321377331420365,0,23.3,0.7179223828030602,0,1.1755802219979818,0,0.2994980479643057,0,0.2594594594594595,0,16.79,0,0.896435392941707,0,1231008,0,-27163,0,306.95,1.46,576.2631874248926,0,1612.28315020483,4.13019,984.6152047208079,0,0,0,0,0,6.478261,0,16.5,0,0.0257,0
NTRI,IXIC,"Nutrisystem Inc ","Consumer Non-Cyclicals","Personal Services",45.064438,0,21.012599,0,3.73928571429,0,18.05,0,0.882,0,0.082,0,0.317,0,0.496,0,975.609756097561,24.051839,-74.13249211356468,0,-36.08870967741935,0,21.57,5.768481375351556,0,1.1950138504155123,0,-0.2978515625,0,-0.4453587040370275,0,42.07,0,1.1735904089118325,21.012599,1065068,0,-21930,0,37.92,1.05,55.30492239221141,0,17.827664330268384,0,86.05636630857036,0,0,0,0,0,0,0,0,0,0.3072,0
SBRA,IXIC,"Sabra Health Care REIT Inc ",Financials,"Specialized REITs",43.918076,0,0,7.689655,7.21071428571,0,0.91,0,1.083,0,0.336,0,0.566,0,0.111,0,222.32142857142856,8.168219,-40.636042402826845,0,409.90990990990986,7.0582,10.75,1.490837048044472,0,11.813186813186812,0,-0.9556335121749897,21.002002,-0.41891891891891897,0,16.7,0,0.9130517191076799,0,-258449,0,8593,0,22.5,0.49,30.727444186046508,0,19.100587996179506,0,2.410515018043304,0,0,0,0,0,0,7.689655,0,0,-0.3922,0
VIAB,IXIC,"Viacom Inc ",,"Entertainment Production",43.011956000000005,24.334266,0,2.689655,5.13571428571,0,8.37,0,1.277,0,0.494,0,1.078,0,1.675,0,158.50202429149797,0,-54.1743970315399,0,-35.64179104477611,0,7.18,1.398052851183364,0,0.8578255675029869,0,-0.8353211009174312,15.988035,-0.6035339591385975,0,29.35,0,0.9168619512043301,0,-894633,0,0,0,32.73,1.56,213.0602655710306,17.542742,94.32902151813003,0,153.7340019680626,6.791524,0,0,0,0,0,2.689655,0,0,0.5936,0
MOMO,IXIC,"Momo Inc ",Technology,Software,41.189775,12.670521,18.433364,0,2.40833333333,0,32.83,10.08589,0.278,0,0.313,0,0.234,0,0.19,0,-11.182108626198072,0,33.760683760683754,0,23.15789473684211,0,21.69,9.006228373714888,0,0.6606762107828207,0,-0.3891861447479582,0,0.5717391304347825,0,38.15,0,0.6689514429740867,0,11170247,18.433364,0,0,41.8,1.59,91.80580829875518,0,19.060257613723795,0,259.8262660731148,12.670521,0,0,0,0,0,0,0,0,-0.259,0
WCG,NYSE,"WellCare Health Plans Inc ",Healthcare,"Managed Healthcare",38.843952,0,0,0,20.103571428600002,0,23.69,3.315951,3.348,0,2.25,0,0.102,0,3.816,10.093859,48.8,0,2105.8823529411766,25.434142,-97.32704402515722,0,30.59,1.521620181202314,0,1.29126213592233,0,0.27724425887265136,0,-0.06623931623931623,0,12.69,0,0.9925159604172716,0,-167468,0,0,0,315.07,0.75,231.44358295194507,0,401.10712082461527,0,472.66366208030854,0,0,0,0,0,0,0,0,0,-0.0679,0
SONC,IXIC,"Sonic Corp ",,"Restaurants & Bars",38.350535,0,17.994862,5.869565,0.0607142857143,0,10.43,0,0.579,0,0.142,0,0.287,0,0.496,0,307.7464788732394,14.486108,-50.5226480836237,0,-42.13709677419355,0,28.77,473.85882352930025,0,2.7583892617449663,0,-0.672547234236285,0,0.5886250690226396,0,0,0,1.0960044061408856,17.994862,-26232,0,-26955,0,43.24,1.47,66.19412759124087,0,0.3464594116537438,0,59.517650929020895,0,0,0,3,0,2.869565,0,0,0,0.6091,0
PKOH,IXIC,"Park Ohio Holdings Corp ",Industrials,"Industrial Machinery & Equipment",38.212157000000005,34.378824,0,3.833333,2.82619047619,0,11.06,0,1.175,0,0.784,0,0.781,0,0.806,0,49.872448979591844,0,0.3841229193341844,0,-3.101736972704716,0,10.8,3.8213984835726746,0,0.976491862567812,0,-0.5568321707016823,0,-0.5540875309661437,0,16.48,0,0.5907646370936306,0,-177036,0,-90708,0,38.28,2.85,302.656035,19.300812,73.73824169641614,0,288.56687475,15.078012,0,3.833333,0,0,0,0,0,0,-1,0
ADS,NYSE,"Alliance Data Systems Corp ",Industrials,"Business Support Services",38.185496,10.125726,0,5.833333,25.669047619,5.021608,13.16,0,3.931,3.103294,2.943,0,3.712,0,4.194,11.112762,33.57118586476384,0,-20.71659482758621,0,-11.492608488316636,0,16.09,0.6268249698555363,2.988773,1.222644376899696,0,-0.49370673379483954,0,-0.3356729975227085,0,46.35,0,0.9515264633080955,0,-4864419,0,-21985,0,233.54,1.71,743.6312751646985,0,1645.5436735500289,10.125726,843.6368604454683,0,0,0,0,0,0,0,5.833333,0,-0.2816,0
FONR,IXIC,"Fonar Corp ",Healthcare,"Advanced Medical Equipment & Technology",36.538146000000005,11.575698,0,6.522988,5.15119047619,0,0,0,1.357,0,0.48,0,0.578,0,0.513,0,182.70833333333334,1.414598,-16.955017301038055,0,12.670565302144233,0,8.47,1.6442801016872333,0,NULL,0,-0.8285772110908722,13.010752,-0.7465589467384799,4.01411,22.6,0,0.5606434478371501,0,-704,0,-3300,0,24.31,1.53,131.5677003896104,11.575698,58.425024588032784,0,NULL,0,0,2.833333,0,0,0,3.689655,0,0,-0.1248,0
CBRL,IXIC,"Cracker Barrel Old Country Store Inc ",,"Restaurants & Bars",34.516207,0,0,8.222222,14.196428571399998,0,3.99,0,2.55,0,2.031,0,5.016,6.234569,1.924,0,25.55391432791727,0,-59.50956937799043,0,160.70686070686074,0,12.81,0.9023396226433256,0,3.2105263157894735,0,-0.8541998634190758,17.006688,-0.2926559911651021,0,49.22,3.052728,0.8844835860689885,0,-302771,0,-6060,0,146.74,0.54,185.33158903981266,0,226.81436774377238,0,63.74767588524591,0,0,0,0,8.222222,0,0,0,0,0.661,0
NYMT,IXIC,"New York Mortgage Trust Inc ",Financials,"Specialized REITs",33.755626,18.902865,0,0,0.74880952381,0,45.83,14.852761,0.176,0,0.18,0,0.187,0,0.206,0,-2.2222222222222254,0,-3.7433155080213942,0,-9.223300970873783,0,12.57,16.786645468987736,0,0.2742744926903775,0,-0.6982717234757561,0,-0.36192893401015225,0,8.21,0,0.5011750477198723,0,742654,0,0,0,6.06,1.43,20.655213508353217,0,1.3333466027055045,0,81.60589957653688,18.902865,0,0,0,0,0,0,0,0,-0.6317,0
DMLP,IXIC,"Dorchester Minerals LP ",Energy,"Oil & Gas Exploration and Production",32.936888,0,0,8.869565,3.50833333333,0,0,0,0.489,0,0.328,0,0.427,0,0.215,0,49.08536585365852,0,-23.185011709601866,0,98.60465116279069,0,13.57,3.867933491690136,0,NULL,16,-0.033475783475783394,0,0.08127490039840635,0,53.19,8.067323,0.17827016728624534,0,483471,0,2747,0,19.56,0.73,31.525948916728073,0,9.534787711156543,0,NULL,0,0,0,0,0,8.869565,0,0,0,-0.5914,0
ABBV,NYSE,"AbbVie Inc ",Healthcare,Pharmaceuticals,32.907583,0,0,0,4.63452380952,0,11.74,0,1.255,0,1.736,0,0.281,0,1.012,0,-27.707373271889402,0,517.7935943060498,13.380301,-72.23320158102766,0,22.1,4.768558951968985,0,1.8824531516183987,0,-0.28548334949886833,0,-0.32539682539682535,0,113.57,19.527282,0.7063198960821464,0,-5522061,0,-50000,0,94.23,1.53,195.45404053846153,0,78.08934521917132,0,197.81296861392573,0,0,0,0,0,0,0,0,0,-0.347,0
